ID,answer
TG_A_J_20230304,3781.71
TG_A_J_20230305,0.0
TG_A_J_20230306,3530.05
TG_A_J_20230307,3545.92
TG_A_J_20230308,3508.93
TG_A_J_20230309,3666.59
TG_A_J_20230310,3609.98
TG_A_J_20230311,3577.82
TG_A_J_20230312,0.0
TG_A_J_20230313,3500.54
TG_A_J_20230314,3286.64
TG_A_J_20230315,3097.26
TG_A_J_20230316,3309.7
TG_A_J_20230317,5767.23
TG_A_J_20230318,4848.07
TG_A_J_20230319,0.0
TG_A_J_20230320,4940.08
TG_A_J_20230321,4826.96
TG_A_J_20230322,5086.29
TG_A_J_20230323,4628.19
TG_A_J_20230324,6183.69
TG_A_J_20230325,6060.17
TG_A_J_20230326,0.0
TG_A_J_20230327,6427.39
TG_A_J_20230328,5771.82
TG_A_J_20230329,5802.44
TG_A_J_20230330,5527.12
TG_A_J_20230331,6559.96
TG_A_S_20230304,4192.44
TG_A_S_20230305,0.0
TG_A_S_20230306,4303.57
TG_A_S_20230307,4296.79
TG_A_S_20230308,4235.35
TG_A_S_20230309,4292.72
TG_A_S_20230310,4198.1
TG_A_S_20230311,4183.83
TG_A_S_20230312,0.0
TG_A_S_20230313,4329.61
TG_A_S_20230314,4362.36
TG_A_S_20230315,4327.12
TG_A_S_20230316,4382.52
TG_A_S_20230317,4464.36
TG_A_S_20230318,4477.62
TG_A_S_20230319,0.0
TG_A_S_20230320,5142.73
TG_A_S_20230321,5216.84
TG_A_S_20230322,5144.87
TG_A_S_20230323,5277.68
TG_A_S_20230324,5420.25
TG_A_S_20230325,5535.26
TG_A_S_20230326,0.0
TG_A_S_20230327,5424.71
TG_A_S_20230328,5445.26
TG_A_S_20230329,5526.52
TG_A_S_20230330,5553.11
TG_A_S_20230331,5849.39
TG_B_J_20230304,4120.46
TG_B_J_20230305,0.0
TG_B_J_20230306,4174.08
TG_B_J_20230307,4337.2
TG_B_J_20230308,4681.87
TG_B_J_20230309,4933.4
TG_B_J_20230310,4136.93
TG_B_J_20230311,4189.47
TG_B_J_20230312,0.0
TG_B_J_20230313,3743.02
TG_B_J_20230314,3729.76
TG_B_J_20230315,3562.84
TG_B_J_20230316,4107.94
TG_B_J_20230317,5328.36
TG_B_J_20230318,3293.99
TG_B_J_20230319,0.0
TG_B_J_20230320,3405.79
TG_B_J_20230321,3193.28
TG_B_J_20230322,2447.75
TG_B_J_20230323,1976.82
TG_B_J_20230324,3593.49
TG_B_J_20230325,2852.28
TG_B_J_20230326,0.0
TG_B_J_20230327,5850.67
TG_B_J_20230328,4259.33
TG_B_J_20230329,4591.64
TG_B_J_20230330,4577.88
TG_B_J_20230331,4836.61
TG_B_S_20230304,4054.71
TG_B_S_20230305,0.0
TG_B_S_20230306,3937.57
TG_B_S_20230307,4136.33
TG_B_S_20230308,4030.59
TG_B_S_20230309,3883.6
TG_B_S_20230310,3964.65
TG_B_S_20230311,3760.15
TG_B_S_20230312,0.0
TG_B_S_20230313,3788.96
TG_B_S_20230314,4137.48
TG_B_S_20230315,3994.78
TG_B_S_20230316,3983.68
TG_B_S_20230317,4033.15
TG_B_S_20230318,3956.01
TG_B_S_20230319,0.0
TG_B_S_20230320,4695.23
TG_B_S_20230321,4797.96
TG_B_S_20230322,4778.57
TG_B_S_20230323,4820.57
TG_B_S_20230324,4582.98
TG_B_S_20230325,4977.56
TG_B_S_20230326,0.0
TG_B_S_20230327,5125.37
TG_B_S_20230328,5012.93
TG_B_S_20230329,5163.43
