ID,answer
TG_A_J_20230304,3922.94
TG_A_J_20230305,0.0
TG_A_J_20230306,3751.01
TG_A_J_20230307,3765.07
TG_A_J_20230308,3818.61
TG_A_J_20230309,3700.83
TG_A_J_20230310,3667.19
TG_A_J_20230311,3765.61
TG_A_J_20230312,0.0
TG_A_J_20230313,3705.77
TG_A_J_20230314,3577.87
TG_A_J_20230315,3426.12
TG_A_J_20230316,3316.22
TG_A_J_20230317,4901.44
TG_A_J_20230318,4536.32
TG_A_J_20230319,0.0
TG_A_J_20230320,5088.22
TG_A_J_20230321,4939.35
TG_A_J_20230322,5225.62
TG_A_J_20230323,4891.64
TG_A_J_20230324,5860.02
TG_A_J_20230325,6083.19
TG_A_J_20230326,0.0
TG_A_J_20230327,5851.92
TG_A_J_20230328,5623.79
TG_A_J_20230329,5591.56
TG_A_J_20230330,5717.83
TG_A_J_20230331,6713.11
TG_A_S_20230304,4313.28
TG_A_S_20230305,0.0
TG_A_S_20230306,4409.73
TG_A_S_20230307,4446.01
TG_A_S_20230308,4337.3
TG_A_S_20230309,4365.48
TG_A_S_20230310,4323.59
TG_A_S_20230311,4314.31
TG_A_S_20230312,0.0
TG_A_S_20230313,4434.3
TG_A_S_20230314,4565.08
TG_A_S_20230315,4407.01
TG_A_S_20230316,4337.42
TG_A_S_20230317,4512.47
TG_A_S_20230318,4515.73
TG_A_S_20230319,0.0
TG_A_S_20230320,5234.55
TG_A_S_20230321,5163.67
TG_A_S_20230322,5237.87
TG_A_S_20230323,5186.37
TG_A_S_20230324,5197.41
TG_A_S_20230325,5668.26
TG_A_S_20230326,0.0
TG_A_S_20230327,5377.87
TG_A_S_20230328,5327.62
TG_A_S_20230329,5751.15
TG_A_S_20230330,5812.35
TG_A_S_20230331,5797.63
TG_B_J_20230304,4103.64
TG_B_J_20230305,0.0
TG_B_J_20230306,4187.76
TG_B_J_20230307,4539.69
TG_B_J_20230308,4887.06
TG_B_J_20230309,4577.22
TG_B_J_20230310,4151.88
TG_B_J_20230311,4327.87
TG_B_J_20230312,0.0
TG_B_J_20230313,4006.89
TG_B_J_20230314,3699.77
TG_B_J_20230315,3165.19
TG_B_J_20230316,3121.55
TG_B_J_20230317,5034.59
TG_B_J_20230318,3302.61
TG_B_J_20230319,0.0
TG_B_J_20230320,4268.6
TG_B_J_20230321,4375.18
TG_B_J_20230322,3325.53
TG_B_J_20230323,3192.09
TG_B_J_20230324,3306.52
TG_B_J_20230325,3421.39
TG_B_J_20230326,0.0
TG_B_J_20230327,5203.18
TG_B_J_20230328,3761.99
TG_B_J_20230329,2343.31
TG_B_J_20230330,2746.98
TG_B_J_20230331,2746.46
TG_B_S_20230304,4124.59
TG_B_S_20230305,0.0
TG_B_S_20230306,4137.01
TG_B_S_20230307,4257.14
TG_B_S_20230308,4257.89
TG_B_S_20230309,4119.36
TG_B_S_20230310,4151.65
TG_B_S_20230311,3983.32
TG_B_S_20230312,0.0
TG_B_S_20230313,4060.24
TG_B_S_20230314,4310.46
TG_B_S_20230315,4137.39
TG_B_S_20230316,4022.97
TG_B_S_20230317,4223.11
TG_B_S_20230318,4131.48
TG_B_S_20230319,0.0
TG_B_S_20230320,5081.48
TG_B_S_20230321,4980.79
TG_B_S_20230322,4861.81
TG_B_S_20230323,5014.51
TG_B_S_20230324,4588.43
TG_B_S_20230325,5144.49
TG_B_S_20230326,0.0
TG_B_S_20230327,4760.48
TG_B_S_20230328,5006.46
TG_B_S_20230329,5157.79
TG_B_S_20230330,5566.8
TG_B_S_20230331,5054.3
TG_C_J_20230304,4949.1
TG_C_J_20230305,0.0
TG_C_J_20230306,4531.61
TG_C_J_20230307,4024.32
TG_C_J_20230308,4168.62
TG_C_J_20230309,4556.48
TG_C_J_20230310,5280.83
TG_C_J_20230311,5090.67
TG_C_J_20230312,0.0
TG_C_J_20230313,4805.43
TG_C_J_20230314,5980.15
TG_C_J_20230315,4836.98
TG_C_J_20230316,4860.51
TG_C_J_20230317,5037.7
TG_C_J_20230318,4139.21
TG_C_J_20230319,0.0
TG_C_J_20230320,5564.07
TG_C_J_20230321,5504.42
TG_C_J_20230322,4856.49
TG_C_J_20230323,5745.67
TG_C_J_20230324,6628.46
TG_C_J_20230325,5725.49
TG_C_J_20230326,0.0
TG_C_J_20230327,6836.51
TG_C_J_20230328,6142.45
TG_C_J_20230329,9563.65
TG_C_J_20230330,7096.4
TG_C_J_20230331,7567.23
TG_C_S_20230304,4625.46
TG_C_S_20230305,0.0
TG_C_S_20230306,4559.84
TG_C_S_20230307,4516.59
TG_C_S_20230308,4517.45
TG_C_S_20230309,4560.68
TG_C_S_20230310,4646.63
TG_C_S_20230311,4615.78
TG_C_S_20230312,0.0
TG_C_S_20230313,4598.54
TG_C_S_20230314,4874.34
TG_C_S_20230315,4562.02
TG_C_S_20230316,4621.43
TG_C_S_20230317,4612.31
TG_C_S_20230318,4612.23
TG_C_S_20230319,0.0
TG_C_S_20230320,5134.76
TG_C_S_20230321,5147.51
TG_C_S_20230322,5019.23
TG_C_S_20230323,5244.72
TG_C_S_20230324,5276.29
TG_C_S_20230325,4129.12
TG_C_S_20230326,0.0
TG_C_S_20230327,5748.62
TG_C_S_20230328,6127.29
TG_C_S_20230329,8281.78
TG_C_S_20230330,7622.96
TG_C_S_20230331,7248.18
TG_D_J_20230304,1119.73
