ID,answer
TG_A_J_20230304,3875.56
TG_A_J_20230305,0.0
TG_A_J_20230306,3454.97
TG_A_J_20230307,3271.77
TG_A_J_20230308,3452.73
TG_A_J_20230309,3904.98
TG_A_J_20230310,3639.5
TG_A_J_20230311,3878.27
TG_A_J_20230312,0.0
TG_A_J_20230313,3699.92
TG_A_J_20230314,3494.18
TG_A_J_20230315,2989.28
TG_A_J_20230316,4258.72
TG_A_J_20230317,5850.54
TG_A_J_20230318,4864.17
TG_A_J_20230319,0.0
TG_A_J_20230320,4640.12
TG_A_J_20230321,5485.57
TG_A_J_20230322,5352.44
TG_A_J_20230323,4103.08
TG_A_J_20230324,7222.75
TG_A_J_20230325,6562.88
TG_A_J_20230326,0.0
TG_A_J_20230327,7301.52
TG_A_J_20230328,3350.24
TG_A_J_20230329,4764.15
TG_A_J_20230330,5117.61
TG_A_J_20230331,8366.26
TG_A_S_20230304,4287.24
TG_A_S_20230305,0.0
TG_A_S_20230306,4379.02
TG_A_S_20230307,4479.2
TG_A_S_20230308,4480.55
TG_A_S_20230309,4533.07
TG_A_S_20230310,4451.79
TG_A_S_20230311,4375.8
TG_A_S_20230312,0.0
TG_A_S_20230313,4427.35
TG_A_S_20230314,4471.69
TG_A_S_20230315,4284.72
TG_A_S_20230316,4499.02
TG_A_S_20230317,5003.75
TG_A_S_20230318,4792.38
TG_A_S_20230319,0.0
TG_A_S_20230320,4997.22
TG_A_S_20230321,4967.34
TG_A_S_20230322,5017.23
TG_A_S_20230323,5325.05
TG_A_S_20230324,5510.7
TG_A_S_20230325,5268.22
TG_A_S_20230326,0.0
TG_A_S_20230327,5299.07
TG_A_S_20230328,4971.83
TG_A_S_20230329,5312.89
TG_A_S_20230330,5375.11
TG_A_S_20230331,6242.69
TG_B_J_20230304,4174.36
TG_B_J_20230305,0.0
TG_B_J_20230306,3913.13
TG_B_J_20230307,4446.97
TG_B_J_20230308,4450.25
TG_B_J_20230309,5268.6
TG_B_J_20230310,3859.2
TG_B_J_20230311,4127.01
TG_B_J_20230312,0.0
TG_B_J_20230313,3149.72
TG_B_J_20230314,3868.36
TG_B_J_20230315,2504.3
TG_B_J_20230316,4598.01
TG_B_J_20230317,5247.58
TG_B_J_20230318,3468.23
TG_B_J_20230319,0.0
TG_B_J_20230320,3469.07
TG_B_J_20230321,5775.78
TG_B_J_20230322,5655.71
TG_B_J_20230323,2395.33
TG_B_J_20230324,5693.77
TG_B_J_20230325,4832.95
TG_B_J_20230326,0.0
TG_B_J_20230327,6959.28
TG_B_J_20230328,2998.1
TG_B_J_20230329,5327.53
TG_B_J_20230330,4659.87
TG_B_J_20230331,7014.13
TG_B_S_20230304,3984.87
TG_B_S_20230305,0.0
TG_B_S_20230306,3868.3
TG_B_S_20230307,4081.3
TG_B_S_20230308,4074.23
TG_B_S_20230309,4236.68
TG_B_S_20230310,4070.38
TG_B_S_20230311,3879.61
TG_B_S_20230312,0.0
TG_B_S_20230313,3883.82
TG_B_S_20230314,4165.96
TG_B_S_20230315,3854.44
TG_B_S_20230316,4157.44
TG_B_S_20230317,4351.05
TG_B_S_20230318,4112.94
TG_B_S_20230319,0.0
TG_B_S_20230320,4463.16
TG_B_S_20230321,4832.39
TG_B_S_20230322,4948.13
TG_B_S_20230323,4958.97
TG_B_S_20230324,4976.76
TG_B_S_20230325,5094.57
TG_B_S_20230326,0.0
TG_B_S_20230327,5284.39
TG_B_S_20230328,5217.17
TG_B_S_20230329,5461.93
TG_B_S_20230330,5367.58
TG_B_S_20230331,5452.55
TG_C_J_20230304,5150.62
TG_C_J_20230305,0.0
TG_C_J_20230306,5032.08
TG_C_J_20230307,4065.88
TG_C_J_20230308,3947.1
TG_C_J_20230309,4772.22
TG_C_J_20230310,5422.64
TG_C_J_20230311,5170.47
TG_C_J_20230312,0.0
TG_C_J_20230313,4412.31
TG_C_J_20230314,3965.63
TG_C_J_20230315,3790.75
TG_C_J_20230316,3870.38
TG_C_J_20230317,5849.11
TG_C_J_20230318,5290.61
TG_C_J_20230319,0.0
TG_C_J_20230320,6103.69
TG_C_J_20230321,6255.74
TG_C_J_20230322,5782.16
TG_C_J_20230323,6174.14
TG_C_J_20230324,6683.25
TG_C_J_20230325,6593.03
TG_C_J_20230326,0.0
TG_C_J_20230327,6894.47
TG_C_J_20230328,5173.94
TG_C_J_20230329,6103.67
TG_C_J_20230330,5530.71
TG_C_J_20230331,8649.81
TG_C_S_20230304,4438.94
TG_C_S_20230305,0.0
TG_C_S_20230306,4314.3
TG_C_S_20230307,4442.98
TG_C_S_20230308,4410.13
TG_C_S_20230309,4638.93
TG_C_S_20230310,4363.3
TG_C_S_20230311,4560.91
TG_C_S_20230312,0.0
TG_C_S_20230313,4307.07
TG_C_S_20230314,4583.32
TG_C_S_20230315,4442.97
TG_C_S_20230316,4537.74
TG_C_S_20230317,4357.74
TG_C_S_20230318,4396.11
TG_C_S_20230319,0.0
TG_C_S_20230320,5251.77
TG_C_S_20230321,5123.29
TG_C_S_20230322,5216.52
TG_C_S_20230323,5601.21
TG_C_S_20230324,5574.29
TG_C_S_20230325,5248.53
TG_C_S_20230326,0.0
TG_C_S_20230327,5855.07
TG_C_S_20230328,5430.45
TG_C_S_20230329,5324.64
TG_C_S_20230330,5675.74
TG_C_S_20230331,6348.8
TG_D_J_20230304,899.73
TG_D_J_20230305,0.0
TG_D_J_20230306,1852.79
TG_D_J_20230307,1885.52
TG_D_J_20230308,2102.16
TG_D_J_20230309,2376.68
TG_D_J_20230310,1670.9
TG_D_J_20230311,906.13
TG_D_J_20230312,0.0
TG_D_J_20230313,3152.91
TG_D_J_20230314,997.76
TG_D_J_20230315,2664.96
TG_D_J_20230316,1409.31
TG_D_J_20230317,5254.95
TG_D_J_20230318,4054.63
TG_D_J_20230319,0.0
TG_D_J_20230320,5874.06
TG_D_J_20230321,4523.98
TG_D_J_20230322,4877.77
TG_D_J_20230323,3860.12
TG_D_J_20230324,6472.47
TG_D_J_20230325,6254.92
TG_D_J_20230326,0.0
TG_D_J_20230327,8865.52
TG_D_J_20230328,5505.78
TG_D_J_20230329,5168.98
TG_D_J_20230330,5120.1
TG_D_J_20230331,7291.85
TG_D_S_20230304,4025.41
TG_D_S_20230305,0.0
TG_D_S_20230306,4180.06
TG_D_S_20230307,4451.82
TG_D_S_20230308,4319.34
TG_D_S_20230309,4425.46
TG_D_S_20230310,4295.79
TG_D_S_20230311,4421.62
TG_D_S_20230312,0.0
TG_D_S_20230313,4218.73
TG_D_S_20230314,4169.29
TG_D_S_20230315,4064.05
TG_D_S_20230316,4104.3
TG_D_S_20230317,4168.52
TG_D_S_20230318,4167.76
TG_D_S_20230319,0.0
TG_D_S_20230320,4822.02
TG_D_S_20230321,4030.12
TG_D_S_20230322,4162.95
TG_D_S_20230323,4074.11
TG_D_S_20230324,4752.36
TG_D_S_20230325,5161.28
TG_D_S_20230326,0.0
TG_D_S_20230327,5415.66
TG_D_S_20230328,4952.32
TG_D_S_20230329,4502.52
TG_D_S_20230330,4841.55
TG_D_S_20230331,6299.93
TG_E_J_20230304,970.52
TG_E_J_20230305,0.0
TG_E_J_20230306,2172.43
TG_E_J_20230307,1817.1
TG_E_J_20230308,1487.7
TG_E_J_20230309,1361.01
TG_E_J_20230310,1333.25
TG_E_J_20230311,898.28
TG_E_J_20230312,0.0
TG_E_J_20230313,3139.94
TG_E_J_20230314,1292.05
TG_E_J_20230315,1836.22
TG_E_J_20230316,2063.16
TG_E_J_20230317,6907.17
TG_E_J_20230318,5240.43
TG_E_J_20230319,0.0
TG_E_J_20230320,470.49
TG_E_J_20230321,2067.15
TG_E_J_20230322,2185.31
TG_E_J_20230323,1549.92
TG_E_J_20230324,2725.3
TG_E_J_20230325,4017.49
TG_E_J_20230326,0.0
TG_E_J_20230327,3248.14
TG_E_J_20230328,4309.82
TG_E_J_20230329,2191.61
TG_E_J_20230330,4229.12
TG_E_J_20230331,2039.19
TG_E_S_20230304,4295.09
TG_E_S_20230305,0.0
TG_E_S_20230306,4129.24
TG_E_S_20230307,4007.79
TG_E_S_20230308,4184.1
TG_E_S_20230309,4037.44
TG_E_S_20230310,4000.36
TG_E_S_20230311,4050.17
TG_E_S_20230312,0.0
TG_E_S_20230313,3782.85
TG_E_S_20230314,3866.68
TG_E_S_20230315,3915.46
TG_E_S_20230316,3956.5
TG_E_S_20230317,4265.52
TG_E_S_20230318,4130.83
TG_E_S_20230319,0.0
TG_E_S_20230320,4230.58
TG_E_S_20230321,4490.84
TG_E_S_20230322,4752.22
TG_E_S_20230323,4496.72
TG_E_S_20230324,4745.45
TG_E_S_20230325,4313.31
TG_E_S_20230326,0.0
TG_E_S_20230327,4770.05
TG_E_S_20230328,4363.96
TG_E_S_20230329,4718.88
TG_E_S_20230330,3952.93
TG_E_S_20230331,4779.83
CR_A_J_20230304,864.05
CR_A_J_20230305,0.0
CR_A_J_20230306,2570.86
CR_A_J_20230307,2034.69
CR_A_J_20230308,2079.62
CR_A_J_20230309,1985.85
CR_A_J_20230310,2443.34
CR_A_J_20230311,1181.41
CR_A_J_20230312,0.0
CR_A_J_20230313,2449.05
CR_A_J_20230314,2020.84
CR_A_J_20230315,2078.06
CR_A_J_20230316,1942.37
CR_A_J_20230317,2489.66
CR_A_J_20230318,282.96
CR_A_J_20230319,0.0
CR_A_J_20230320,2226.81
CR_A_J_20230321,2039.31
CR_A_J_20230322,2138.82
CR_A_J_20230323,2006.28
CR_A_J_20230324,2519.28
CR_A_J_20230325,305.78
CR_A_J_20230326,0.0
CR_A_J_20230327,2389.39
CR_A_J_20230328,2077.37
CR_A_J_20230329,2147.27
CR_A_J_20230330,2014.0
CR_A_J_20230331,2310.9
CR_B_J_20230304,470.94
CR_B_J_20230305,0.0
CR_B_J_20230306,1419.79
CR_B_J_20230307,241.8
CR_B_J_20230308,219.06
CR_B_J_20230309,200.31
CR_B_J_20230310,792.01
CR_B_J_20230311,727.52
CR_B_J_20230312,0.0
CR_B_J_20230313,1449.09
CR_B_J_20230314,224.44
CR_B_J_20230315,241.28
CR_B_J_20230316,289.61
CR_B_J_20230317,1582.22
CR_B_J_20230318,155.52
CR_B_J_20230319,0.0
CR_B_J_20230320,1149.35
CR_B_J_20230321,294.61
CR_B_J_20230322,382.29
CR_B_J_20230323,581.71
CR_B_J_20230324,2316.54
CR_B_J_20230325,189.21
CR_B_J_20230326,0.0
CR_B_J_20230327,2288.46
CR_B_J_20230328,1298.69
CR_B_J_20230329,1259.57
CR_B_J_20230330,1318.96
CR_B_J_20230331,2060.95
CR_C_J_20230304,702.49
CR_C_J_20230305,0.0
CR_C_J_20230306,1822.11
CR_C_J_20230307,1031.89
CR_C_J_20230308,1529.74
CR_C_J_20230309,1484.48
CR_C_J_20230310,1572.41
CR_C_J_20230311,1100.55
CR_C_J_20230312,0.0
CR_C_J_20230313,1780.51
CR_C_J_20230314,1465.22
CR_C_J_20230315,817.54
CR_C_J_20230316,585.47
CR_C_J_20230317,1394.46
CR_C_J_20230318,277.85
CR_C_J_20230319,0.0
CR_C_J_20230320,1313.12
CR_C_J_20230321,818.16
CR_C_J_20230322,1655.84
CR_C_J_20230323,1786.97
CR_C_J_20230324,1945.49
CR_C_J_20230325,235.22
CR_C_J_20230326,0.0
CR_C_J_20230327,1876.22
CR_C_J_20230328,1971.5
CR_C_J_20230329,1989.5
CR_C_J_20230330,1817.49
CR_C_J_20230331,1442.5
CR_D_J_20230304,1440.53
CR_D_J_20230305,0.0
CR_D_J_20230306,1874.85
CR_D_J_20230307,2011.29
CR_D_J_20230308,1994.28
CR_D_J_20230309,1981.74
CR_D_J_20230310,1812.06
CR_D_J_20230311,306.5
CR_D_J_20230312,0.0
CR_D_J_20230313,1912.74
CR_D_J_20230314,1989.69
CR_D_J_20230315,1980.95
CR_D_J_20230316,2053.08
CR_D_J_20230317,1857.13
CR_D_J_20230318,494.05
CR_D_J_20230319,0.0
CR_D_J_20230320,1849.09
CR_D_J_20230321,2132.9
CR_D_J_20230322,2092.75
CR_D_J_20230323,1774.09
CR_D_J_20230324,1913.04
CR_D_J_20230325,314.98
CR_D_J_20230326,0.0
CR_D_J_20230327,2080.3
CR_D_J_20230328,2086.97
CR_D_J_20230329,2102.08
CR_D_J_20230330,2093.46
CR_D_J_20230331,2071.06
CR_D_S_20230304,8.21
CR_D_S_20230305,0.0
CR_D_S_20230306,0.0
CR_D_S_20230307,0.0
CR_D_S_20230308,51.62
CR_D_S_20230309,0.0
CR_D_S_20230310,8.48
CR_D_S_20230311,0.0
CR_D_S_20230312,0.0
CR_D_S_20230313,0.0
CR_D_S_20230314,0.0
CR_D_S_20230315,6.8
CR_D_S_20230316,0.0
CR_D_S_20230317,0.0
CR_D_S_20230318,0.0
CR_D_S_20230319,0.0
CR_D_S_20230320,0.0
CR_D_S_20230321,0.0
CR_D_S_20230322,6.8
CR_D_S_20230323,0.0
CR_D_S_20230324,0.0
CR_D_S_20230325,0.0
CR_D_S_20230326,0.0
CR_D_S_20230327,0.0
CR_D_S_20230328,0.0
CR_D_S_20230329,22.9
CR_D_S_20230330,30.16
CR_D_S_20230331,12.87
CR_E_J_20230304,481.22
CR_E_J_20230305,0.0
CR_E_J_20230306,1859.55
CR_E_J_20230307,2063.58
CR_E_J_20230308,2036.25
CR_E_J_20230309,1983.15
CR_E_J_20230310,1792.01
CR_E_J_20230311,137.37
CR_E_J_20230312,0.0
CR_E_J_20230313,1889.19
CR_E_J_20230314,2026.14
CR_E_J_20230315,2013.75
CR_E_J_20230316,2021.77
CR_E_J_20230317,1857.62
CR_E_J_20230318,168.0
CR_E_J_20230319,0.0
CR_E_J_20230320,1841.06
CR_E_J_20230321,2035.84
CR_E_J_20230322,2030.98
CR_E_J_20230323,1788.08
CR_E_J_20230324,1930.13
CR_E_J_20230325,172.84
CR_E_J_20230326,0.0
CR_E_J_20230327,2069.16
CR_E_J_20230328,2142.57
CR_E_J_20230329,2153.45
CR_E_J_20230330,2155.65
CR_E_J_20230331,2088.89
CR_E_S_20230304,8.21
CR_E_S_20230305,0.0
CR_E_S_20230306,0.0
CR_E_S_20230307,14.94
CR_E_S_20230308,179.28
CR_E_S_20230309,42.08
CR_E_S_20230310,8.48
CR_E_S_20230311,0.0
CR_E_S_20230312,0.0
CR_E_S_20230313,0.0
CR_E_S_20230314,0.0
CR_E_S_20230315,14.94
CR_E_S_20230316,0.0
CR_E_S_20230317,0.0
CR_E_S_20230318,0.0
CR_E_S_20230319,0.0
CR_E_S_20230320,0.0
CR_E_S_20230321,0.0
CR_E_S_20230322,7.47
CR_E_S_20230323,32.44
CR_E_S_20230324,56.77
CR_E_S_20230325,0.0
CR_E_S_20230326,0.0
CR_E_S_20230327,0.0
CR_E_S_20230328,0.0
CR_E_S_20230329,32.2
CR_E_S_20230330,30.16
CR_E_S_20230331,8.58
CB_A_J_20230304,688.15
CB_A_J_20230305,0.0
CB_A_J_20230306,1150.59
CB_A_J_20230307,398.93
CB_A_J_20230308,650.39
CB_A_J_20230309,393.97
CB_A_J_20230310,950.33
CB_A_J_20230311,800.4
CB_A_J_20230312,0.0
CB_A_J_20230313,929.98
CB_A_J_20230314,385.24
CB_A_J_20230315,769.57
CB_A_J_20230316,462.64
CB_A_J_20230317,514.03
CB_A_J_20230318,174.07
CB_A_J_20230319,0.0
CB_A_J_20230320,841.96
CB_A_J_20230321,620.25
CB_A_J_20230322,884.5
CB_A_J_20230323,379.59
CB_A_J_20230324,831.77
CB_A_J_20230325,414.4
CB_A_J_20230326,0.0
CB_A_J_20230327,963.02
CB_A_J_20230328,480.16
CB_A_J_20230329,744.05
CB_A_J_20230330,274.04
CB_A_J_20230331,980.68
CB_A_S_20230304,157.55
CB_A_S_20230305,0.0
CB_A_S_20230306,50.88
CB_A_S_20230307,50.34
CB_A_S_20230308,60.85
CB_A_S_20230309,42.13
CB_A_S_20230310,50.88
CB_A_S_20230311,42.4
CB_A_S_20230312,0.0
CB_A_S_20230313,42.4
CB_A_S_20230314,42.13
CB_A_S_20230315,45.84
CB_A_S_20230316,42.13
CB_A_S_20230317,42.4
CB_A_S_20230318,42.4
CB_A_S_20230319,0.0
CB_A_S_20230320,42.4
CB_A_S_20230321,42.13
CB_A_S_20230322,45.84
CB_A_S_20230323,42.13
CB_A_S_20230324,42.4
CB_A_S_20230325,42.4
CB_A_S_20230326,0.0
CB_A_S_20230327,59.56
CB_A_S_20230328,46.42
CB_A_S_20230329,71.11
CB_A_S_20230330,69.6
CB_A_S_20230331,223.73
CB_D_J_20230304,575.36
CB_D_J_20230305,0.0
CB_D_J_20230306,686.53
CB_D_J_20230307,705.55
CB_D_J_20230308,719.94
CB_D_J_20230309,743.68
CB_D_J_20230310,586.46
CB_D_J_20230311,582.61
CB_D_J_20230312,0.0
CB_D_J_20230313,651.2
CB_D_J_20230314,691.98
CB_D_J_20230315,684.12
CB_D_J_20230316,782.82
CB_D_J_20230317,570.77
CB_D_J_20230318,576.74
CB_D_J_20230319,0.0
CB_D_J_20230320,697.75
CB_D_J_20230321,710.5
CB_D_J_20230322,667.87
CB_D_J_20230323,622.9
CB_D_J_20230324,450.16
CB_D_J_20230325,458.86
CB_D_J_20230326,0.0
CB_D_J_20230327,455.51
CB_D_J_20230328,351.49
CB_D_J_20230329,458.91
CB_D_J_20230330,519.59
CB_D_J_20230331,317.55
CB_E_J_20230304,65.81
CB_E_J_20230305,0.0
CB_E_J_20230306,179.23
CB_E_J_20230307,288.58
CB_E_J_20230308,387.65
CB_E_J_20230309,223.42
CB_E_J_20230310,203.25
CB_E_J_20230311,156.76
CB_E_J_20230312,0.0
CB_E_J_20230313,198.39
CB_E_J_20230314,237.19
CB_E_J_20230315,217.08
CB_E_J_20230316,509.52
CB_E_J_20230317,207.1
CB_E_J_20230318,112.89
CB_E_J_20230319,0.0
CB_E_J_20230320,181.76
CB_E_J_20230321,97.91
CB_E_J_20230322,156.29
CB_E_J_20230323,182.29
CB_E_J_20230324,80.57
CB_E_J_20230325,262.58
CB_E_J_20230326,0.0
CB_E_J_20230327,535.12
CB_E_J_20230328,298.31
CB_E_J_20230329,369.77
CB_E_J_20230330,293.58
CB_E_J_20230331,311.2
RD_A_J_20230304,547.26
RD_A_J_20230305,0.0
RD_A_J_20230306,745.8
RD_A_J_20230307,553.81
RD_A_J_20230308,515.37
RD_A_J_20230309,580.76
RD_A_J_20230310,601.46
RD_A_J_20230311,199.64
RD_A_J_20230312,0.0
RD_A_J_20230313,603.94
RD_A_J_20230314,516.99
RD_A_J_20230315,487.71
RD_A_J_20230316,540.77
RD_A_J_20230317,485.26
RD_A_J_20230318,355.8
RD_A_J_20230319,0.0
RD_A_J_20230320,565.75
RD_A_J_20230321,629.81
RD_A_J_20230322,564.24
RD_A_J_20230323,641.16
