ID,answer
TG_A_J_20230304,3468.62
TG_A_J_20230305,0.0
TG_A_J_20230306,3249.91
TG_A_J_20230307,3029.32
TG_A_J_20230308,3276.17
TG_A_J_20230309,3569.43
TG_A_J_20230310,3621.42
TG_A_J_20230311,3146.75
TG_A_J_20230312,0.0
TG_A_J_20230313,3360.41
TG_A_J_20230314,3221.43
TG_A_J_20230315,3043.35
TG_A_J_20230316,4026.6
TG_A_J_20230317,5316.32
TG_A_J_20230318,4395.58
TG_A_J_20230319,0.0
TG_A_J_20230320,5032.95
TG_A_J_20230321,5591.9
TG_A_J_20230322,5279.9
TG_A_J_20230323,5013.12
TG_A_J_20230324,6929.39
TG_A_J_20230325,6360.86
TG_A_J_20230326,0.0
TG_A_J_20230327,7059.44
TG_A_J_20230328,5967.52
TG_A_J_20230329,5658.78
TG_A_J_20230330,5639.59
TG_A_J_20230331,7633.74
TG_A_S_20230304,4305.33
TG_A_S_20230305,0.0
TG_A_S_20230306,4337.38
TG_A_S_20230307,4287.2
TG_A_S_20230308,4357.82
TG_A_S_20230309,4403.59
TG_A_S_20230310,4360.7
TG_A_S_20230311,4362.34
TG_A_S_20230312,0.0
TG_A_S_20230313,4321.38
TG_A_S_20230314,4315.84
TG_A_S_20230315,4234.9
TG_A_S_20230316,4372.17
TG_A_S_20230317,4529.01
TG_A_S_20230318,4469.17
TG_A_S_20230319,0.0
TG_A_S_20230320,5006.2
TG_A_S_20230321,4998.21
TG_A_S_20230322,5067.2
TG_A_S_20230323,5472.33
TG_A_S_20230324,5314.74
TG_A_S_20230325,5228.89
TG_A_S_20230326,0.0
TG_A_S_20230327,5228.09
TG_A_S_20230328,5099.36
TG_A_S_20230329,5187.46
TG_A_S_20230330,5329.51
TG_A_S_20230331,5990.96
TG_B_J_20230304,3939.07
TG_B_J_20230305,0.0
TG_B_J_20230306,3901.45
TG_B_J_20230307,3925.31
TG_B_J_20230308,4192.59
TG_B_J_20230309,4991.58
TG_B_J_20230310,3898.8
TG_B_J_20230311,3715.33
TG_B_J_20230312,0.0
TG_B_J_20230313,3355.3
TG_B_J_20230314,3241.05
TG_B_J_20230315,2529.21
TG_B_J_20230316,4102.02
TG_B_J_20230317,4619.37
TG_B_J_20230318,2863.34
TG_B_J_20230319,0.0
TG_B_J_20230320,2973.17
TG_B_J_20230321,5237.03
TG_B_J_20230322,4504.17
TG_B_J_20230323,1752.17
TG_B_J_20230324,4590.83
TG_B_J_20230325,4035.24
TG_B_J_20230326,0.0
TG_B_J_20230327,6689.27
TG_B_J_20230328,5174.09
TG_B_J_20230329,5591.41
TG_B_J_20230330,4703.44
TG_B_J_20230331,5091.2
TG_B_S_20230304,4020.56
TG_B_S_20230305,0.0
TG_B_S_20230306,3890.14
TG_B_S_20230307,4052.91
TG_B_S_20230308,3892.15
TG_B_S_20230309,4104.1
TG_B_S_20230310,4008.11
TG_B_S_20230311,3871.77
TG_B_S_20230312,0.0
TG_B_S_20230313,3902.76
TG_B_S_20230314,3958.15
TG_B_S_20230315,3672.68
TG_B_S_20230316,4069.91
TG_B_S_20230317,4052.01
TG_B_S_20230318,4012.81
TG_B_S_20230319,0.0
TG_B_S_20230320,4485.9
TG_B_S_20230321,4618.95
TG_B_S_20230322,4830.85
TG_B_S_20230323,4602.85
TG_B_S_20230324,5018.77
TG_B_S_20230325,5158.17
TG_B_S_20230326,0.0
TG_B_S_20230327,5210.6
TG_B_S_20230328,5217.5
TG_B_S_20230329,5314.23
TG_B_S_20230330,5086.72
TG_B_S_20230331,5455.83
TG_C_J_20230304,5008.56
TG_C_J_20230305,0.0
TG_C_J_20230306,4162.51
TG_C_J_20230307,4508.35
TG_C_J_20230308,4147.86
TG_C_J_20230309,4193.56
TG_C_J_20230310,5267.51
TG_C_J_20230311,4985.93
TG_C_J_20230312,0.0
TG_C_J_20230313,4073.37
TG_C_J_20230314,4375.64
TG_C_J_20230315,4149.75
TG_C_J_20230316,3941.36
TG_C_J_20230317,5202.19
TG_C_J_20230318,5239.11
TG_C_J_20230319,0.0
TG_C_J_20230320,6504.05
TG_C_J_20230321,6141.33
TG_C_J_20230322,6212.71
TG_C_J_20230323,6304.55
TG_C_J_20230324,6608.06
TG_C_J_20230325,6903.76
TG_C_J_20230326,0.0
TG_C_J_20230327,6373.2
TG_C_J_20230328,5606.7
TG_C_J_20230329,5849.9
TG_C_J_20230330,5875.36
TG_C_J_20230331,6535.86
TG_C_S_20230304,4483.28
TG_C_S_20230305,0.0
TG_C_S_20230306,4459.25
TG_C_S_20230307,4506.79
TG_C_S_20230308,4535.31
TG_C_S_20230309,4722.18
TG_C_S_20230310,4636.76
TG_C_S_20230311,4596.72
TG_C_S_20230312,0.0
TG_C_S_20230313,4516.91
TG_C_S_20230314,4588.75
TG_C_S_20230315,4504.62
TG_C_S_20230316,4691.23
TG_C_S_20230317,4716.26
TG_C_S_20230318,4673.63
TG_C_S_20230319,0.0
TG_C_S_20230320,5482.26
TG_C_S_20230321,5179.73
TG_C_S_20230322,5341.13
TG_C_S_20230323,5511.86
TG_C_S_20230324,5797.09
TG_C_S_20230325,5774.93
TG_C_S_20230326,0.0
TG_C_S_20230327,5747.14
TG_C_S_20230328,5701.11
TG_C_S_20230329,5450.82
TG_C_S_20230330,5891.81
TG_C_S_20230331,5879.29
TG_D_J_20230304,819.49
TG_D_J_20230305,0.0
TG_D_J_20230306,1091.69
TG_D_J_20230307,1359.93
TG_D_J_20230308,1366.24
TG_D_J_20230309,1669.31
TG_D_J_20230310,1312.42
TG_D_J_20230311,965.28
TG_D_J_20230312,0.0
TG_D_J_20230313,1748.97
TG_D_J_20230314,1406.45
TG_D_J_20230315,1916.69
TG_D_J_20230316,1115.65
TG_D_J_20230317,2650.36
TG_D_J_20230318,1845.92
TG_D_J_20230319,0.0
TG_D_J_20230320,5422.99
TG_D_J_20230321,5523.82
TG_D_J_20230322,5079.26
TG_D_J_20230323,4733.04
TG_D_J_20230324,5903.73
TG_D_J_20230325,6139.23
TG_D_J_20230326,0.0
TG_D_J_20230327,8904.2
TG_D_J_20230328,7400.82
TG_D_J_20230329,5765.3
TG_D_J_20230330,5214.5
TG_D_J_20230331,5647.92
TG_D_S_20230304,4204.78
TG_D_S_20230305,0.0
TG_D_S_20230306,4212.31
TG_D_S_20230307,4337.32
TG_D_S_20230308,4216.1
TG_D_S_20230309,4451.64
TG_D_S_20230310,4263.54
TG_D_S_20230311,4334.11
TG_D_S_20230312,0.0
TG_D_S_20230313,4184.39
TG_D_S_20230314,4143.22
TG_D_S_20230315,4003.28
