ID,answer
TG_A_J_20230304,3579.63
TG_A_J_20230305,0.0
TG_A_J_20230306,3450.5
TG_A_J_20230307,3170.27
TG_A_J_20230308,3437.59
TG_A_J_20230309,3510.97
TG_A_J_20230310,3332.91
TG_A_J_20230311,3173.61
TG_A_J_20230312,0.0
TG_A_J_20230313,3305.44
TG_A_J_20230314,3045.95
TG_A_J_20230315,3048.41
TG_A_J_20230316,3482.76
TG_A_J_20230317,3873.1
TG_A_J_20230318,3036.05
TG_A_J_20230319,0.0
TG_A_J_20230320,5102.94
TG_A_J_20230321,5180.44
TG_A_J_20230322,5630.37
TG_A_J_20230323,5166.86
TG_A_J_20230324,6680.75
TG_A_J_20230325,6010.45
TG_A_J_20230326,0.0
TG_A_J_20230327,6373.02
TG_A_J_20230328,6132.34
TG_A_J_20230329,5627.9
TG_A_J_20230330,5641.56
TG_A_J_20230331,7617.95
TG_A_S_20230304,4392.39
TG_A_S_20230305,0.0
TG_A_S_20230306,4583.65
TG_A_S_20230307,4521.33
TG_A_S_20230308,4488.01
TG_A_S_20230309,4473.6
TG_A_S_20230310,4317.06
TG_A_S_20230311,4347.78
TG_A_S_20230312,0.0
TG_A_S_20230313,4568.02
TG_A_S_20230314,4599.52
TG_A_S_20230315,4557.06
TG_A_S_20230316,4622.99
TG_A_S_20230317,4588.75
TG_A_S_20230318,4599.54
TG_A_S_20230319,0.0
TG_A_S_20230320,5250.62
TG_A_S_20230321,5218.81
TG_A_S_20230322,5240.4
TG_A_S_20230323,5256.28
TG_A_S_20230324,5428.15
TG_A_S_20230325,5406.34
TG_A_S_20230326,0.0
TG_A_S_20230327,5156.11
TG_A_S_20230328,5071.86
TG_A_S_20230329,5193.99
TG_A_S_20230330,5540.55
TG_A_S_20230331,6002.39
TG_B_J_20230304,3945.59
TG_B_J_20230305,0.0
TG_B_J_20230306,4246.72
TG_B_J_20230307,4469.79
TG_B_J_20230308,4844.6
TG_B_J_20230309,5226.43
TG_B_J_20230310,4186.99
TG_B_J_20230311,3930.69
TG_B_J_20230312,0.0
TG_B_J_20230313,4282.85
TG_B_J_20230314,4127.33
TG_B_J_20230315,3836.95
TG_B_J_20230316,4237.01
TG_B_J_20230317,5203.88
TG_B_J_20230318,2980.03
TG_B_J_20230319,0.0
TG_B_J_20230320,3736.28
TG_B_J_20230321,3756.68
TG_B_J_20230322,2641.08
TG_B_J_20230323,2797.02
TG_B_J_20230324,4428.14
TG_B_J_20230325,2720.2
TG_B_J_20230326,0.0
TG_B_J_20230327,6183.9
TG_B_J_20230328,4898.61
TG_B_J_20230329,2462.37
TG_B_J_20230330,2561.77
TG_B_J_20230331,3205.52
TG_B_S_20230304,4048.67
TG_B_S_20230305,0.0
TG_B_S_20230306,3940.42
TG_B_S_20230307,4114.23
TG_B_S_20230308,4052.39
TG_B_S_20230309,3847.26
TG_B_S_20230310,3931.51
TG_B_S_20230311,3801.58
TG_B_S_20230312,0.0
TG_B_S_20230313,3819.33
TG_B_S_20230314,4223.84
TG_B_S_20230315,4025.0
TG_B_S_20230316,3984.71
TG_B_S_20230317,4221.71
TG_B_S_20230318,4152.66
TG_B_S_20230319,0.0
TG_B_S_20230320,4862.16
TG_B_S_20230321,4860.61
TG_B_S_20230322,4836.86
TG_B_S_20230323,4839.62
TG_B_S_20230324,4704.87
TG_B_S_20230325,5085.02
TG_B_S_20230326,0.0
TG_B_S_20230327,5190.54
TG_B_S_20230328,5235.68
TG_B_S_20230329,5169.95
TG_B_S_20230330,5575.8
TG_B_S_20230331,4931.92
